GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,MoSold,YrSold,lat,long,TotalPorchSF
1516,167000,20,RL,100.0,10004,Reg,NAmes,1Fam,1Story,6,6,1964,1964,HdBoard,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,345.0,975.0,1516.0,TA,Y,SBrkr,1516,0,0,0.0,0.0,1,1,3,TA,6,0,None,Attchd,RFn,2.0,472.0,TA,TA,Y,0,2,2009,42.0408771,-93.629637,152
1299,183500,85,RL,82.5,12150,IR1,Mitchel,1Fam,SFoyer,6,6,1979,1979,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1001.0,0.0,0.0,1001.0,TA,Y,SBrkr,1299,0,0,1.0,0.0,2,0,2,Gd,5,1,Po,BuiltIn,RFn,2.0,486.0,TA,TA,Y,84,1,2007,41.9943846,-93.6052594,222
2198,250000,60,RL,84.0,14260,IR1,NoRidge,1Fam,2Story,8,5,2000,2000,VinylSd,BrkFace,350.0,Gd,TA,PConc,Gd,TA,Av,GLQ,655.0,0.0,490.0,1145.0,Ex,Y,SBrkr,1145,1053,0,1.0,0.0,2,1,4,Gd,9,1,TA,Attchd,RFn,3.0,836.0,TA,TA,Y,192,12,2008,42.0558098,-93.65393290000002,84
1357,177000,80,RL,124.0,11512,IR1,Edwards,1Fam,SLvl,6,7,1959,2006,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,0.0,300.0,1019.0,Gd,Y,SBrkr,1357,0,0,1.0,0.0,1,0,2,Ex,5,1,Gd,Basment,RFn,1.0,312.0,TA,TA,Y,0,5,2008,42.0273969,-93.6661464,163
864,127000,20,RL,60.0,7200,Reg,CollgCr,1Fam,1Story,5,5,1972,2000,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,671.0,0.0,193.0,864.0,Gd,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,Ex,5,0,None,Detchd,Fin,2.0,576.0,Gd,Ex,Y,155,9,2007,42.0205241,-93.6829448,0
1020,165000,80,RL,65.0,14149,IR1,Sawyer,1Fam,SLvl,5,8,1964,2001,HdBoard,BrkFace,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,68.0,722.0,190.0,980.0,TA,Y,SBrkr,1020,0,0,0.0,1.0,2,0,3,TA,5,1,Po,Detchd,Unf,2.0,528.0,TA,TA,Y,0,5,2007,42.03299459999999,-93.674743,0
2263,287000,60,RL,68.7,9240,Reg,CollgCr,1Fam,2Story,8,5,2001,2002,VinylSd,BrkFace,396.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1055.0,1055.0,Ex,Y,SBrkr,1055,1208,0,0.0,0.0,2,1,3,Gd,7,1,TA,BuiltIn,Fin,2.0,905.0,TA,TA,Y,0,9,2008,42.0174575,-93.6857979,234
2365,337000,60,RL,82.0,9430,Reg,NoRidge,1Fam,2Story,8,5,1999,1999,VinylSd,BrkFace,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,0.0,89.0,1252.0,Ex,Y,SBrkr,1268,1097,0,1.0,0.0,2,1,3,Gd,8,1,Gd,Attchd,RFn,3.0,856.0,TA,TA,Y,0,7,2009,42.0538235,-93.6549769,308
1685,253000,20,FV,100.0,11824,IR1,Somerst,1Fam,1Story,8,5,2006,2006,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,0.0,1685.0,1685.0,Ex,Y,SBrkr,1685,0,0,0.0,0.0,2,0,2,Gd,5,1,Gd,Attchd,Fin,3.0,658.0,TA,TA,Y,112,4,2007,42.052058,-93.64185,63
1040,136000,20,RL,68.0,7942,Reg,NAmes,1Fam,1Story,6,7,1953,1953,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,955.0,0.0,1040.0,TA,Y,FuseF,1040,0,0,0.0,1.0,1,0,3,TA,6,0,None,Attchd,Fin,1.0,293.0,TA,TA,Y,0,6,2007,42.0397684,-93.6182382,0
1302,200000,120,RL,34.0,3903,Reg,NridgHt,Twnhs,1Story,6,5,2005,2006,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1030.0,0.0,272.0,1302.0,Ex,Y,SBrkr,1302,0,0,1.0,0.0,1,1,1,Gd,5,1,Gd,Attchd,RFn,2.0,631.0,TA,TA,Y,110,5,2007,42.059015,-93.650555,50
2634,200000,90,RL,91.0,11643,Reg,NAmes,Duplex,2Story,5,5,1969,1969,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500.0,0.0,748.0,1248.0,TA,Y,SBrkr,1338,1296,0,1.0,1.0,2,2,6,TA,12,0,None,Detchd,Unf,4.0,968.0,TA,TA,Y,0,8,2009,42.0415608,-93.6103634,0
1176,134900,50,RM,50.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,9,1937,2000,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,698.0,698.0,TA,Y,SBrkr,786,390,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,2.0,624.0,TA,TA,N,210,7,2009,42.0342434,-93.6244122,0
572,75000,30,C (all),60.0,10200,Reg,IDOTRR,1Fam,1Story,4,6,1925,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,572.0,572.0,Fa,N,FuseP,572,0,0,0.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,200.0,TA,TA,N,0,5,2009,42.0195095,-93.6156461,72
1873,207000,60,RL,68.7,8883,IR1,SawyerW,1Fam,2Story,7,5,1988,1988,HdBoard,BrkFace,360.0,Gd,TA,PConc,Gd,TA,No,GLQ,608.0,321.0,0.0,929.0,Ex,Y,SBrkr,946,927,0,1.0,0.0,2,1,3,Gd,7,1,TA,Attchd,RFn,2.0,619.0,TA,TA,Y,108,5,2007,42.029609,-93.684765,192
1466,149900,20,RL,134.0,17755,Reg,Edwards,1Fam,1Story,5,4,1959,1959,HdBoard,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,0.0,1290.0,1466.0,TA,Y,SBrkr,1466,0,0,0.0,0.0,1,1,3,Fa,6,2,Gd,Attchd,Fin,2.0,528.0,TA,TA,Y,0,11,2006,42.0200501,-93.6766249,240
1040,87500,90,RL,68.7,8544,Reg,NAmes,Duplex,1Story,3,4,1949,1950,Stucco,BrkFace,340.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Fa,N,FuseA,1040,0,0,0.0,0.0,2,0,2,TA,6,0,None,Detchd,Unf,2.0,400.0,TA,TA,Y,0,5,2006,42.0351835,-93.6092555,0
1755,188000,50,RL,110.0,7810,IR1,Crawfor,1Fam,1.5Fin,4,6,1930,2003,AsbShng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,0.0,741.0,930.0,Ex,Y,SBrkr,1230,525,0,0.0,0.0,2,0,4,Gd,7,1,TA,Detchd,Unf,1.0,231.0,Fa,TA,Y,0,11,2007,42.0189049,-93.6421668,40
1986,213000,60,RL,68.7,8396,IR1,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,847.0,847.0,Ex,Y,SBrkr,847,1139,0,0.0,0.0,2,1,4,Gd,9,1,Gd,BuiltIn,Fin,2.0,434.0,TA,TA,Y,120,5,2008,42.061048,-93.640641,48
1336,108000,50,C (all),60.0,11040,Reg,IDOTRR,1Fam,1.5Fin,4,6,1920,1950,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,0.0,0.0,637.0,Gd,Y,SBrkr,897,439,0,0.0,0.0,1,1,3,TA,7,0,None,CarPort,Unf,1.0,570.0,TA,TA,Y,0,9,2006,42.029046,-93.6143401,167
1114,153000,20,RL,60.0,12450,Reg,SawyerW,1Fam,1Story,5,5,2003,2004,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,0.0,278.0,1114.0,Ex,Y,SBrkr,1114,0,0,1.0,0.0,2,0,3,Gd,6,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,6,2009,42.0380243,-93.690125,42
985,149900,80,RL,65.0,8385,Reg,CollgCr,1Fam,SLvl,5,8,1977,1977,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,0.0,390.0,985.0,TA,Y,SBrkr,985,0,0,0.0,0.0,2,0,3,TA,6,0,None,Attchd,Unf,1.0,328.0,TA,TA,Y,210,11,2008,42.0210901,-93.6869867,0
2500,355000,60,RL,101.0,13543,IR1,StoneBr,1Fam,2Story,8,5,2005,2005,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,16.0,0.0,1152.0,1168.0,Ex,Y,SBrkr,1168,1332,0,0.0,0.0,3,1,5,Ex,9,1,Gd,BuiltIn,Fin,3.0,683.0,TA,TA,Y,192,7,2008,42.0612672,-93.6290234,32
1022,85000,30,RM,60.0,7200,Reg,OldTown,1Fam,1Story,5,4,1910,2006,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,247.0,465.0,310.0,1022.0,TA,N,SBrkr,1022,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,1.0,280.0,TA,TA,Y,0,6,2009,42.0282606,-93.6076531,256
1362,194700,120,RL,61.0,7577,IR1,NridgHt,TwnhsE,1Story,6,5,2005,2006,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,0.0,1342.0,1362.0,Ex,Y,SBrkr,1362,0,0,0.0,0.0,2,0,2,Gd,6,1,Gd,Attchd,RFn,2.0,460.0,TA,TA,Y,192,6,2007,42.0590425,-93.6508073,28
1536,138400,50,RM,52.0,6240,Reg,BrkSide,1Fam,1.5Fin,5,5,1930,1950,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,0.0,480.0,928.0,TA,Y,FuseF,928,608,0,0.0,0.0,2,0,4,TA,7,1,Gd,Detchd,Unf,2.0,480.0,TA,TA,Y,0,3,2010,42.0315867,-93.6216813,10
1728,207500,60,FV,64.0,8791,IR1,Somerst,1Fam,2Story,6,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,503.0,0.0,361.0,864.0,Ex,Y,SBrkr,864,864,0,0.0,0.0,2,1,3,Gd,7,0,None,Attchd,RFn,2.0,673.0,TA,TA,Y,216,5,2008,42.0507142,-93.640149,56
2840,292500,60,RL,82.5,12511,IR1,NWAmes,1Fam,2Story,7,7,1978,1978,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,0.0,432.0,1420.0,Ex,Y,SBrkr,1420,1420,0,0.0,1.0,2,1,4,Gd,8,2,Gd,Attchd,Fin,4.0,1314.0,TA,Gd,Y,0,12,2008,42.051736,-93.637289,224
1155,148000,85,RL,88.0,11782,IR1,Sawyer,1Fam,SFoyer,5,7,1961,1995,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,0.0,210.0,1109.0,TA,Y,SBrkr,1155,0,0,1.0,0.0,1,0,3,Gd,6,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,192,6,2010,42.0352201,-93.6740734,0
1707,184000,20,RL,80.0,11088,Reg,NWAmes,1Fam,1Story,6,5,1978,1998,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,0.0,308.0,1140.0,Gd,Y,SBrkr,1707,0,0,0.0,0.0,2,0,3,TA,7,1,TA,Attchd,Fin,2.0,479.0,TA,TA,Y,0,5,2009,42.0529059,-93.6370199,0
1513,137500,70,RM,51.0,6120,Reg,BrkSide,1Fam,2Story,5,8,1920,2004,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,0.0,939.0,939.0,Ex,Y,SBrkr,939,574,0,0.0,0.0,1,1,4,TA,8,0,None,Detchd,Unf,1.0,180.0,Fa,Fa,N,24,5,2007,42.03258049999999,-93.621711,150
792,109500,30,RL,52.0,9022,Reg,OldTown,1Fam,1Story,5,8,1924,2006,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,768.0,768.0,Ex,Y,SBrkr,792,0,0,0.0,0.0,1,0,2,Gd,5,0,None,Detchd,Unf,1.0,240.0,Fa,Fa,N,316,5,2009,42.036688,-93.6142413,120
1948,211000,60,RL,63.0,7875,Reg,Gilbert,1Fam,2Story,7,5,2003,2003,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,847.0,847.0,Ex,Y,SBrkr,847,1101,0,0.0,0.0,2,1,4,Gd,8,1,Gd,BuiltIn,Fin,2.0,434.0,TA,TA,Y,0,7,2007,42.060344,-93.6405237,48
1527,152500,60,RL,78.0,11419,Reg,NAmes,1Fam,2Story,7,7,1948,1999,WdShing,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,0.0,0.0,699.0,Ex,Y,FuseA,801,726,0,1.0,0.0,1,1,3,TA,6,1,Gd,Attchd,Unf,2.0,410.0,TA,TA,Y,0,12,2009,42.0368527,-93.6200587,134
1419,184100,80,RL,64.9,7750,Reg,Gilbert,1Fam,SLvl,8,5,2002,2002,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,0.0,55.0,408.0,Ex,Y,SBrkr,779,640,0,1.0,0.0,2,1,3,Gd,7,1,TA,BuiltIn,Fin,2.0,527.0,TA,TA,Y,120,3,2009,42.060628,-93.64173300000002,0
1497,157000,50,RM,50.0,6000,Reg,BrkSide,1Fam,1.5Fin,6,7,1937,2000,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,162.0,462.0,825.0,Ex,Y,SBrkr,825,672,0,0.0,0.0,2,0,3,TA,5,0,None,Detchd,Unf,1.0,672.0,TA,TA,Y,272,5,2008,42.0339793,-93.6217605,0
1437,218000,20,RL,90.0,10768,IR1,Veenker,1Fam,1Story,5,8,1976,2004,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,0.0,280.0,1437.0,TA,Y,SBrkr,1437,0,0,1.0,0.0,2,0,3,Gd,6,1,Fa,Attchd,RFn,2.0,528.0,TA,TA,Y,0,7,2007,42.042789,-93.645902,201
1005,115000,20,RL,60.0,10434,Reg,NAmes,1Fam,1Story,4,5,1955,1955,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,1005.0,1005.0,TA,Y,SBrkr,1005,0,0,0.0,0.0,1,0,2,Fa,5,1,TA,Detchd,Unf,2.0,672.0,Fa,Fa,Y,0,11,2009,42.0387849,-93.6126585,0
1668,232000,20,RL,48.0,10635,IR2,CollgCr,1Fam,1Story,8,5,2003,2003,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,972.0,315.0,1657.0,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,Gd,8,1,TA,Attchd,Fin,2.0,502.0,TA,TA,Y,0,5,2010,42.014107,-93.6878586,262
1368,120000,20,RL,70.0,11767,Reg,Edwards,1Fam,1Story,5,5,1950,1950,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,0.0,0.0,1078.0,TA,Y,FuseA,1368,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,RFn,1.0,195.0,TA,TA,Y,0,6,2009,42.0205166,-93.6644232,252
1803,155000,20,RL,88.0,13125,Reg,Sawyer,1Fam,1Story,5,4,1957,2000,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,682.0,284.0,1134.0,Ex,Y,SBrkr,1803,0,0,1.0,0.0,2,0,3,TA,8,1,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,0,1,2006,42.0330683,-93.66577,0
922,116000,20,RL,72.0,9770,Reg,NAmes,1Fam,1Story,5,5,1957,1957,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,512.0,0.0,410.0,922.0,TA,Y,FuseA,922,0,0,1.0,0.0,1,0,2,TA,5,0,None,Attchd,Unf,1.0,308.0,TA,TA,Y,0,4,2007,42.0431634,-93.6134499,34
1096,157500,80,RL,80.0,13014,Reg,Sawyer,1Fam,SLvl,6,5,1978,1978,HdBoard,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,0.0,480.0,1008.0,TA,Y,SBrkr,1096,0,0,1.0,0.0,1,0,3,TA,6,1,Fa,Attchd,Unf,2.0,484.0,TA,TA,Y,168,12,2008,42.0324726,-93.671732,0
2327,240000,60,RL,41.0,10905,IR2,CollgCr,1Fam,2Story,7,5,2003,2003,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,0.0,1129.0,1129.0,Ex,Y,SBrkr,1129,1198,0,0.0,0.0,2,1,4,Gd,9,1,Gd,BuiltIn,RFn,2.0,596.0,TA,TA,Y,0,8,2008,42.0163007,-93.688136,57
1426,189950,50,RL,55.0,7642,Reg,Crawfor,1Fam,1.5Fin,7,8,1918,1998,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,912.0,912.0,Gd,Y,SBrkr,912,514,0,0.0,0.0,1,1,3,Gd,7,1,Gd,Detchd,Unf,1.0,216.0,TA,TA,Y,0,6,2007,42.016293,-93.6447206,240
1694,136500,50,RL,60.0,8400,Reg,SWISU,1Fam,1.5Fin,6,5,1925,1950,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,0.0,758.0,1181.0,Fa,Y,SBrkr,1390,304,0,0.0,0.0,2,0,4,TA,7,1,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,342,6,2008,42.0169682,-93.6520661,128
2432,159000,90,RL,70.0,7700,Reg,Mitchel,Duplex,2Story,5,2,1985,1986,HdBoard,None,0.0,TA,Po,PConc,TA,TA,No,Unf,0.0,0.0,1216.0,1216.0,Gd,Y,SBrkr,1216,1216,0,0.0,0.0,4,2,4,TA,10,0,None,Attchd,Unf,2.0,616.0,TA,Fa,Y,200,2,2010,41.98766,-93.6030339,0
1792,133000,90,RL,60.0,9000,Reg,NAmes,Duplex,2Story,5,5,1974,1974,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,0.0,896.0,896.0,TA,Y,SBrkr,896,896,0,0.0,0.0,2,2,4,TA,8,0,None,Detchd,Unf,2.0,480.0,TA,TA,Y,0,6,2008,42.0563835,-93.6265496,45
1107,127000,20,RL,70.0,8050,Reg,NAmes,1Fam,1Story,5,6,1967,1993,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,474.0,38.0,437.0,949.0,TA,Y,SBrkr,1107,0,0,1.0,0.0,1,0,3,Gd,5,0,None,Attchd,RFn,1.0,308.0,TA,TA,Y,88,3,2007,42.0478429,-93.6292016,64
996,108000,30,RL,63.0,13907,Reg,Edwards,1Fam,1Story,5,6,1940,1969,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,0.0,706.0,996.0,Ex,Y,SBrkr,996,0,0,1.0,0.0,1,0,3,TA,6,1,Gd,None,None,0.0,0.0,None,None,Y,144,7,2008,42.0204582,-93.6729205,0
955,127000,20,RL,66.0,7742,Reg,Sawyer,1Fam,1Story,5,7,1966,1966,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763.0,0.0,192.0,955.0,Ex,Y,SBrkr,955,0,0,1.0,0.0,1,0,3,TA,6,0,None,Attchd,Unf,1.0,386.0,TA,TA,Y,0,1,2007,42.0311853,-93.6769617,0
1369,103600,70,RH,54.0,6629,Reg,Edwards,1Fam,2Story,6,6,1925,1950,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551.0,0.0,121.0,672.0,TA,N,SBrkr,697,672,0,1.0,0.0,2,0,3,TA,6,0,None,Detchd,Unf,1.0,300.0,TA,TA,Y,147,7,2009,42.0229592,-93.6580859,0
840,64000,30,RM,48.0,5747,Reg,OldTown,1Fam,1Story,3,4,1920,1950,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,0.0,798.0,798.0,Gd,Y,SBrkr,840,0,0,0.0,0.0,1,0,2,Fa,5,0,None,Detchd,Unf,1.0,250.0,TA,Fa,N,112,6,2006,42.0317363,-93.6070794,0
2014,169000,70,RM,62.0,9856,Reg,OldTown,1Fam,2Story,5,8,1900,2005,CemntBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,0.0,716.0,716.0,Ex,Y,FuseA,1007,1007,0,0.0,0.0,2,0,5,TA,8,0,None,Detchd,Unf,2.0,624.0,TA,TA,Y,0,6,2006,42.0334546,-93.6187922,239
1360,111000,70,RM,80.0,4800,Reg,OldTown,1Fam,2Story,5,5,1910,2003,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,0.0,680.0,680.0,Fa,N,SBrkr,680,680,0,0.0,0.0,1,0,2,TA,6,0,None,Attchd,Unf,1.0,330.0,Fa,TA,Y,192,1,2008,42.0330258,-93.6164574,50
2315,257000,60,RL,78.0,15600,Reg,Crawfor,1Fam,2Story,5,7,1950,1963,Wd Sdng,BrkFace,405.0,TA,Gd,CBlock,Gd,TA,No,GLQ,760.0,0.0,408.0,1168.0,Gd,Y,SBrkr,1278,1037,0,1.0,0.0,2,0,4,TA,9,3,Gd,Attchd,Fin,1.0,342.0,TA,TA,Y,0,7,2006,42.0150759,-93.6404445,192
1510,178900,20,RL,88.0,9680,Reg,NAmes,1Fam,1Story,5,6,1967,1967,Wd Sdng,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,BLQ,1010.0,0.0,500.0,1510.0,Ex,Y,SBrkr,1510,0,0,1.0,0.0,2,0,3,Gd,6,0,None,Attchd,RFn,2.0,517.0,TA,TA,Y,0,4,2010,42.0392624,-93.6281724,244
1877,178900,60,RL,80.0,8000,Reg,NWAmes,1Fam,2Story,6,6,1974,1974,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,153.0,0.0,1084.0,TA,Y,SBrkr,1084,793,0,1.0,0.0,2,1,4,TA,8,1,TA,Attchd,Unf,2.0,488.0,TA,TA,Y,0,11,2007,42.0492515,-93.6329027,96
816,100000,20,RL,67.0,8877,Reg,Edwards,1Fam,1Story,4,6,1938,1958,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,0.0,126.0,816.0,Ex,Y,SBrkr,816,0,0,1.0,0.0,1,0,2,TA,3,1,Gd,Detchd,Unf,1.0,288.0,Fa,Fa,Y,0,5,2009,42.020844,-93.6765655,0
1601,272000,20,RL,82.5,11423,Reg,CollgCr,1Fam,1Story,8,5,2001,2002,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,0.0,223.0,1581.0,Ex,Y,SBrkr,1601,0,0,1.0,0.0,2,0,3,Gd,6,1,TA,Attchd,RFn,2.0,670.0,TA,TA,Y,180,5,2010,42.019012,-93.6855205,0
1040,90000,90,RL,60.0,7200,Reg,NAmes,Duplex,1Story,4,5,1949,1950,BrkFace,None,0.0,TA,TA,Slab,None,None,None,None,0.0,0.0,0.0,0.0,Fa,N,FuseF,1040,0,0,0.0,0.0,2,0,2,TA,6,0,None,Detchd,Unf,2.0,420.0,TA,TA,Y,0,6,2009,42.0361666,-93.6087016,0
2019,167500,70,RL,60.0,11414,IR1,BrkSide,1Fam,2Story,7,8,1910,1993,HdBoard,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,0.0,728.0,728.0,TA,N,SBrkr,1136,883,0,0.0,0.0,1,0,3,Gd,8,0,None,Detchd,Unf,2.0,532.0,TA,TA,Y,509,10,2009,42.0269581,-93.6251247,135
936,140000,90,RM,60.0,7200,Reg,OldTown,Duplex,SFoyer,5,5,1980,1980,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936.0,0.0,0.0,936.0,TA,Y,SBrkr,936,0,0,1.0,0.0,1,0,2,TA,4,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,49,8,2007,42.031501,-93.617648,0
841,82000,20,RH,60.0,8400,Reg,SawyerW,1Fam,1Story,4,4,1950,1950,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,0.0,721.0,721.0,Gd,Y,SBrkr,841,0,0,0.0,0.0,1,0,2,TA,4,0,None,CarPort,Unf,1.0,294.0,TA,TA,N,250,9,2009,42.0365249,-93.6791013,24
894,130000,20,RL,57.0,9764,IR1,Sawyer,1Fam,1Story,5,7,1967,2003,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702.0,0.0,192.0,894.0,Ex,Y,SBrkr,894,0,0,1.0,0.0,1,0,3,Gd,5,0,None,Attchd,RFn,2.0,450.0,TA,TA,Y,0,5,2008,42.030812,-93.6783682,0
1424,168000,30,RL,60.0,7290,Reg,SWISU,1Fam,1Story,7,8,1921,1950,WdShing,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,1228.0,1228.0,Ex,Y,SBrkr,1424,0,0,0.0,0.0,2,0,2,TA,7,1,Gd,Attchd,Unf,1.0,312.0,TA,TA,Y,0,4,2008,42.0162953,-93.6513533,90
1589,226500,120,RL,46.2,3621,Reg,Blmngtn,TwnhsE,1Story,8,5,2003,2003,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1084.0,0.0,322.0,1406.0,Ex,Y,SBrkr,1589,0,0,1.0,0.0,2,0,2,Gd,7,1,TA,Attchd,Fin,3.0,630.0,TA,TA,Y,143,11,2007,42.062531,-93.6403629,20
1743,279000,20,RL,155.0,20064,IR1,ClearCr,1Fam,1Story,8,6,1976,1976,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Gd,Gd,LwQ,51.0,915.0,0.0,966.0,Ex,Y,SBrkr,1743,0,0,2.0,0.0,0,1,0,Gd,5,2,Fa,Attchd,Fin,2.0,529.0,TA,TA,Y,646,5,2007,42.0250926,-93.6838562,0
1306,76500,30,RL,55.0,5350,IR1,BrkSide,1Fam,1Story,3,2,1940,1966,Wd Sdng,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,0.0,728.0,728.0,Ex,Y,SBrkr,1306,0,0,0.0,0.0,1,0,3,Fa,6,0,None,None,None,0.0,0.0,None,None,Y,263,5,2010,42.0360588,-93.6293203,0
792,99900,20,RL,53.0,5470,Reg,OldTown,1Fam,1Story,3,5,1958,1958,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,0.0,792.0,792.0,Gd,Y,FuseA,792,0,0,0.0,0.0,1,0,2,TA,4,0,None,Attchd,Unf,1.0,366.0,Fa,TA,Y,0,8,2009,42.0380861,-93.6146172,90
